"Pf.Date..Return.BkMk.Size.Invest"
"1	20040601	1.3895	0.3159	268	-0.2584"
"1	20040701	-13.174 0.2414	410	-0.2121"
"1	20040801	-3.6422	0.243	408	-0.2079"
"1	20040901	3.4544	0.2439	406	-0.2065"
"1	20041001	3.1598	0.2416	403	-0.2025"
"1	20041101	9.3997	0.2427	400	-0.205"
"1	20041201	5.7474	0.2417	398	-0.205"
"1	20050101	-6.8578	0.2416	396	-0.2105"
"1	20050201	0.0456	0.2426	395	-0.2056"
"1	20050301	-4.8881	0.2439	393	-0.2096"
"1	20050401	-8.5283	0.2445	388	-0.2085"
"1	20050501	7.9967	0.2455	385	-0.2045"
"1	20050601	2.3753	0.2466	382	-0.2051"
"2	20040601	6.5057	0.3518	116	-0.0269"
"2	20040701	-8.7137	0.2794	184	0.0209"
"2	20040801	-1.5146	0.2805	183	0.0212"
"2	20040901	5.6268	0.2808	183	0.0212"
"2	20041001	3.1812	0.2818	182	0.021"
"2	20041101	8.2945	0.2821	180	0.0214"
"2	20041201	3.1388	0.2871	178	0.0218"
"2	20050101	-4.2336	0.2872	178	0.0215"
"2	20050201	3.3949	0.2888	178	0.0212"
"2	20050301	-3.7398	0.2905	177	0.0209"
"2	20050401	-5.7163	0.2917	177	0.0207"
"2	20050501	7.9299	0.2921	177	0.0207"
"2	20050601	3.1707	0.292	175	0.0203"
"3	20040601	2.3631	0.3549	226	0.0642"
"3	20040701	-5.5553	0.2898	202	0.0984"
"3	20040801	-1.4867	0.2916	201	0.0981"
"3	20040901	5.3141	0.2938	201	0.098"
"3	20041001	3.0048	0.292	199	0.0979"
"3	20041101	7.6794	0.2942	199	0.0982"
"3	20041201	3.1431	0.2944	199	0.0982"
"3	20050101	-4.1945	0.2938	199	0.0983"
"3	20050201	1.4766	0.2957	199	0.0981"
"3	20050301	-1.4378	0.2959	199	0.0981"
"3	20050401	-5.7141	0.2956	197	0.0979"
"3	20050501	7.7449	0.2942	197	0.0974"
"3	20050601	2.3213	0.2936	196	0.0976"
"4	20040601	4.979	0.3425	421	0.3467"
"4	20040701	-9.032	0.2437	594	0.4159"
"4	20040801	-1.6713	0.2474	590	0.4039"
"4	20040901	6.5181	0.2485	589	0.4057"
"4	20041001	2.5765	0.2468	587	0.4106"
"4	20041101	8.6485	0.2467	585	0.4061"
"4	20041201	4.1954	0.247	584	0.4077"
"4	20050101	-4.7964	0.2466	581	0.4126"
"4	20050201	0.1947	0.248	580	0.4057"
"4	20050301	-3.9163	0.2476	577	0.4058"
"4	20050401	-5.5615	0.2494	574	0.404"
"4	20050501	7.1135	0.2508	568	0.402"
"4	20050601	3.7692	0.2512	564	0.3972"
"5	20040601	4.9493	0.6725	169	-0.2073"
"5	20040701	-6.5733	0.4983	169	-0.1476"
"5	20040801	-0.7884	0.4991	168	-0.1477"
"5	20040901	4.6701	0.4994	168	-0.1447"
"5	20041001	-1.2885	0.5003	166	-0.1452"
"5	20041101	8.0538	0.4994	164	-0.1442"
"5	20041201	2.8613	0.4994	162	-0.1451"
"5	20050101	-5.542	0.498	159	-0.1473"
"5	20050201	1.8671	0.4985	157	-0.1475"
"5	20050301	-3.2173	0.499	157	-0.1455"
"5	20050401	-7.9211	0.499	156	-0.1434"
"5	20050501	6.4091	0.4987	156	-0.1422"
"5	20050601	4.5687	0.4987	156	-0.1433"
"6	20040601	5.1834	0.6725	128	-0.0206"
"6	20040701	-6.1547	0.4991	173	0.0268"
"6	20040801	-1.2833	0.5	171	0.027"
"6	20040901	3.3794	0.5006	169	0.027"
"6	20041001	2.1863	0.5006	165	0.0277"
"6	20041101	9.1909	0.4997	164	0.0279"
"6	20041201	2.3279	0.4999	164	0.0277"
"6	20050101	-4.4641	0.5004	163	0.028"
"6	20050201	1.3583	0.5007	162	0.0285"
"6	20050301	-1.3257	0.5011	162	0.0284"
"6	20050401	-4.9671	0.5	161	0.028"
"6	20050501	5.0707	0.4986	158	0.0279"
"6	20050601	2.1548	0.4981	157	0.0279"
